2716884429	LLI
2716884614	5.1A-II
2716884413	HLII
2606217313	LLII/III
2716884719	HLII
2716884742	LLII/III
2716884479	HLII
2716884757	LLI
2716884750	LLII/III
2667527269	LLI
2716884282	HLI
2716884798	HLI
2667527277	HLII
2716884691	LLI
638341215	5.1B-VI
2716884450	Not Assigned
2716884775	HLII
2716884649	HLI
2716884702	Not Assigned
2667527293	HLII
2667527345	Not Assigned
2716884768	HLII
2716884444	LLIV
2667527254	HLII
2667527315	Not Assigned
2667527239	HLII
2834897128	LLIV
2716884346	LLI
2716884683	HLI
2716884676	5.1A-I
2716884349	LLI
2716884610	5.1A-II
2606217685	LLII/III
2716884732	LLI
2667527278	HLII
2667527360	Not Assigned
2606217606	HLII
2667527363	HLVI
2606217312	HLII
2716884422	HLII
2681813570	Not Assigned
2716884465	Not Assigned
2716884657	LLI
2716884393	Not Assigned
2716884411	HLII
2716884471	LLIV
2716884504	HLI
2667527359	Not Assigned
2716884274	HLI
2716884427	LLIV
2667527329	HLII
2681812903	LLII/III
2606217688	HLII
2716884680	5.1A-I
2716884617	CDR2
2716884660	HLI
2716884711	LLI
2716884481	HLI
2716884670	CDR2
2716884403	HLII
2716884790	HLII
2716884385	LLI
2716884497	HLI
2716884380	HLII
2667527281	LLI
2667527316	Not Assigned
2716884794	HLII
2667527286	HLII
2716884357	HLII
637000310	5.1A-II
2716884461	Not Assigned
2716884628	5.1A-IV
2716884763	LLI
2716884725	LLI
2716884668	5.1B-VII
2667527308	HLII
2667527339	HLII
2716884772	LLI
2716884703	HLI
2667527243	HLII
2716884805	HLI
2716884705	HLI
2823444214	5.1B-VII
2716884754	LLII/III
2667527294	HLII
2716884262	HLII
2716884803	HLII
2667527241	HLII
2716884602	5.1A-1
2606217686	LLII/III
637000311	5.1A-IV
2681813572	Not Assigned
2716884443	LLII/III
2716884418	HLII
2507262012	5.1A-II
2667527261	LLI
2846846424	LLIV
2606217319	LLII/III
2667527330	HLII
2716884677	5.1A-IV
2667527323	HLII
2667527266	HLVI
2716884352	LLI
2667527348	HLII
2716884783	HLI
2716884710	LLI
2716884351	LLI
2716884455	HLI
2716884386	Not Assigned
2716884654	LLI
2716884648	HLI
2716884401	HLII
2716884621	5.1B-VII
2667527361	LLI
2667527272	HLII
2716884629	5.1B-VII
640069324	HLI
2681812902	LLII/III
2716884490	HLI
2716884793	HLII
2716884345	HLI
2716884652	LLI
2681813571	LLII/III
2716884730	HLI
2716884637	LLI
2667527287	HLII
2716884280	HLI
2667527242	HLII
2716884420	HLII
2716884507	HLI
2716884500	LLI
639857007	5.1B-IX
2716884402	HLII
2716884421	HLII
2716884616	CDR2
2716884430	HLII
2716884609	5.1A-II
2716884604	Not Assigned
2606217680	HLII
2716884412	HLII
2667527317	HLVI
2667527288	HLII
2667527264	LLI
2716884474	HLII
2716884269	LLI
2667527367	LLI
2716884704	HLI
2716884722	HLI
2716884600	5.1B-VII
2716884766	Not Assigned
2716884714	HLI
2667527347	HLII
2716884368	HLII
2667527256	LLI
2716884506	HLI
2716884726	HLII
2716884460	HLI
637000214	HLI
2716884439	Not Assigned
2667527376	LLI
2667527279	LLI
2667527370	Not Assigned
2716884379	LLI
2681813575	LLIV
2716884364	HLII
640753041	HLII
2667527328	LLII/III
2716884627	5.1A-IV
2716884806	LLI
2667527267	HLII
2667527280	HLII
2667527307	HLII
2606217687	HLII
2667527295	HLII
2716884796	HLI
2716884259	HLI
2667527300	HLII
2716884671	5.1A-I
2667527336	HLII
2716884496	HLI
2667527353	HLII
2716884261	LLI
2716884773	HLII
2716884681	LLI
640427148	5.3-I / X
2716884782	HLII
2716884804	HLI
2716884706	HLI
2606217311	LLII/III
2716884789	HLI
2681812901	LLI
2716884370	LLI
2716884406	HLII
2667527273	LLI
2606217679	HLII
2667527340	HLII
2716884260	HLII
2716884453	HLII
2681813574	Not Assigned
2716884344	HLI
2716884696	Not Assigned
2667527343	HLII
2716884258	Not Assigned
2716884743	Not Assigned
2716884738	LLI
2716884494	HLI
2667527249	HLII
2716884478	HLII
2716884755	HLII
2667527265	Not Assigned
2716884770	HLII
2716884619	CDR2
2716884355	HLII
2716884489	HLI
2716884279	HLI
2716884463	Not Assigned
2716884655	HLI
2716884373	LLI
2716884428	Not Assigned
2716884777	LLI
2667527296	HLII
2507262011	5.1A-WPC1
2716884792	HLII
2716884761	LLIV
2606217681	LLIV
2667527325	HLII
2716884688	Not Assigned
2716884644	Not Assigned
2716884603	Not Assigned
2716884267	LLII/III
2716884620	5.1B-VII
2716884452	HLII
2716884639	Not Assigned
2716884499	HLI
2716884791	LLI
2667527371	Not Assigned
2716884695	Not Assigned
2716884713	HLI
2716884257	5.1B-VII
2667527259	LLI
2716884785	HLII
2716884486	HLI
2716884807	HLI
2716884416	HLII
2667527341	HLII
2681812900	LLI
2843619055	LLIV
2716884371	LLI
2716884396	Not Assigned
2716884374	LLI
2716884659	HLI
2716884697	Not Assigned
2716884728	HLI
2716884343	HLI
2716884495	HLI
2681813569	LLIV
2716884739	Not Assigned
2667527342	LLI
2716884778	LLI
2716884469	Not Assigned
2667527352	HLII
2716884266	Not Assigned
2667527301	HLII
640069325	LLI
2716884756	HLVI
2716884800	HLI
2606217317	LLII/III
2840559756	LLIV
2716884483	HLI
2681812899	LLI
2716884643	Not Assigned
2716884445	HLI
2716884432	HLVI
2716884709	HLIII
2716884404	HLII
2716884753	Not Assigned
2716884606	Not Assigned
2716884692	Not Assigned
2716884689	Not Assigned
2681813573	HLII
2716884472	HLI
2716884405	HLII
2716884493	HLI
2667527253	HLII
2716884638	Not Assigned
2667527283	HLII
2716884650	LLI
2667527309	Not Assigned
2716884744	Not Assigned
638341214	5.2
2716884268	LLIV
2716884779	HLII
2716884645	HLI
